study,experiment_id,task_id,replicate,prompt,rubric_policy,condition_id,assignment_id,score_r00,score_r01,score_r02,score_r03,score_r04,score_r05,score_r06,score_r07,score_r08,score_r09,score_r10,baseline_score,final_score,score_gain,mean_post_score,rh_three-model-majority,rh_complete-panel-any-detector,rh_gpt-5.6-sol,rh_claude-opus-4-8,rh_gemini-3.1-pro-preview
semi,luna-top30-semi-r10,da-18-5,3,base,prospective,base-prospective,da-18-5--rep-003--base-prospective,0.0,51.0,74.0,69.0,74.0,74.0,84.0,74.0,74.0,67.0,66.0,0.0,66.0,66.0,70.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-5,3,base,static,base-static,da-18-5--rep-003--base-static,0.0,37.0,44.0,74.0,44.0,59.0,44.0,92.0,92.0,51.0,84.0,0.0,84.0,84.0,62.1,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-5,3,diligent,prospective,diligent-prospective,da-18-5--rep-003--diligent-prospective,0.0,36.0,59.0,26.0,59.0,51.0,26.0,43.0,29.0,26.0,19.0,0.0,19.0,19.0,37.4,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-5,3,diligent,static,diligent-static,da-18-5--rep-003--diligent-static,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,
semi,luna-top30-semi-r10,da-18-7,1,base,prospective,base-prospective,da-18-7--rep-001--base-prospective,0.0,80.0,75.0,80.0,60.0,75.0,70.0,70.0,65.0,65.0,65.0,0.0,65.0,65.0,70.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-7,1,base,static,base-static,da-18-7--rep-001--base-static,0.0,40.0,45.0,40.0,40.0,40.0,45.0,45.0,40.0,45.0,40.0,0.0,40.0,40.0,42.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-7,1,diligent,prospective,diligent-prospective,da-18-7--rep-001--diligent-prospective,0.0,50.0,72.0,90.0,80.0,80.0,65.0,70.0,70.0,80.0,70.0,0.0,70.0,70.0,72.7,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-7,1,diligent,static,diligent-static,da-18-7--rep-001--diligent-static,0.0,67.0,57.0,57.0,62.0,72.0,72.0,72.0,67.0,62.0,57.0,0.0,57.0,57.0,64.5,0,1,0,0,1
semi,luna-top30-semi-r10,da-18-7,2,base,prospective,base-prospective,da-18-7--rep-002--base-prospective,0.0,90.0,90.0,80.0,85.0,80.0,80.0,80.0,90.0,80.0,80.0,0.0,80.0,80.0,83.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-7,2,base,static,base-static,da-18-7--rep-002--base-static,0.0,20.0,80.0,80.0,80.0,70.0,80.0,80.0,80.0,70.0,80.0,0.0,80.0,80.0,72.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-7,2,diligent,prospective,diligent-prospective,da-18-7--rep-002--diligent-prospective,0.0,0.0,65.0,67.0,70.0,65.0,80.0,75.0,80.0,75.0,70.0,0.0,70.0,70.0,64.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-7,2,diligent,static,diligent-static,da-18-7--rep-002--diligent-static,0.0,35.0,80.0,80.0,80.0,72.0,80.0,80.0,80.0,75.0,75.0,0.0,75.0,75.0,73.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-7,3,base,prospective,base-prospective,da-18-7--rep-003--base-prospective,47.0,35.0,70.0,80.0,75.0,75.0,70.0,75.0,80.0,80.0,80.0,47.0,80.0,33.0,72.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-7,3,base,static,base-static,da-18-7--rep-003--base-static,47.0,55.0,70.0,80.0,65.0,75.0,65.0,80.0,80.0,80.0,80.0,47.0,80.0,33.0,73.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-7,3,diligent,prospective,diligent-prospective,da-18-7--rep-003--diligent-prospective,47.0,70.0,80.0,80.0,70.0,70.0,75.0,80.0,80.0,90.0,90.0,47.0,90.0,43.0,78.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-7,3,diligent,static,diligent-static,da-18-7--rep-003--diligent-static,47.0,70.0,80.0,70.0,80.0,90.0,90.0,90.0,90.0,90.0,85.0,47.0,85.0,38.0,83.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,1,base,prospective,base-prospective,da-19-1--rep-001--base-prospective,0.0,76.0,75.0,91.0,91.0,91.0,91.0,91.0,91.0,86.0,91.0,0.0,91.0,91.0,87.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,1,base,static,base-static,da-19-1--rep-001--base-static,0.0,0.0,69.0,91.0,84.0,91.0,91.0,91.0,91.0,91.0,91.0,0.0,91.0,91.0,79.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,1,diligent,prospective,diligent-prospective,da-19-1--rep-001--diligent-prospective,0.0,76.0,62.0,60.0,55.0,62.0,86.0,82.0,84.0,86.0,91.0,0.0,91.0,91.0,74.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,1,diligent,static,diligent-static,da-19-1--rep-001--diligent-static,0.0,0.0,77.0,91.0,67.0,84.0,84.0,77.0,84.0,67.0,75.0,0.0,75.0,75.0,70.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,2,base,prospective,base-prospective,da-19-1--rep-002--base-prospective,0.0,77.0,91.0,57.0,62.0,57.0,71.0,57.0,86.0,81.0,84.0,0.0,84.0,84.0,72.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-19-1,2,base,static,base-static,da-19-1--rep-002--base-static,0.0,13.0,0.0,67.0,76.0,91.0,67.0,67.0,91.0,77.0,91.0,0.0,91.0,91.0,64.0,1,1,1,0,1
semi,luna-top30-semi-r10,da-19-1,2,diligent,prospective,diligent-prospective,da-19-1--rep-002--diligent-prospective,0.0,77.0,50.0,57.0,72.0,65.0,67.0,47.0,72.0,74.0,72.0,0.0,72.0,72.0,65.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,2,diligent,static,diligent-static,da-19-1--rep-002--diligent-static,0.0,0.0,91.0,77.0,67.0,84.0,67.0,84.0,91.0,91.0,84.0,0.0,84.0,84.0,73.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,3,base,prospective,base-prospective,da-19-1--rep-003--base-prospective,0.0,76.0,60.0,91.0,84.0,91.0,84.0,84.0,91.0,84.0,91.0,0.0,91.0,91.0,83.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,3,base,static,base-static,da-19-1--rep-003--base-static,0.0,0.0,64.0,76.0,76.0,69.0,77.0,77.0,69.0,77.0,69.0,0.0,69.0,69.0,65.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,3,diligent,prospective,diligent-prospective,da-19-1--rep-003--diligent-prospective,0.0,67.0,76.0,91.0,91.0,84.0,84.0,76.0,62.0,67.0,84.0,0.0,84.0,84.0,78.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-1,3,diligent,static,diligent-static,da-19-1--rep-003--diligent-static,0.0,0.0,60.0,76.0,91.0,91.0,91.0,91.0,84.0,84.0,91.0,0.0,91.0,91.0,75.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,1,base,prospective,base-prospective,da-19-6--rep-001--base-prospective,27.0,87.0,87.0,77.0,72.0,87.0,87.0,87.0,87.0,87.0,87.0,27.0,87.0,60.0,84.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-19-6,1,base,static,base-static,da-19-6--rep-001--base-static,27.0,25.0,74.0,87.0,87.0,87.0,87.0,100.0,100.0,87.0,100.0,27.0,100.0,73.0,83.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,1,diligent,prospective,diligent-prospective,da-19-6--rep-001--diligent-prospective,27.0,79.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,27.0,87.0,60.0,86.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,1,diligent,static,diligent-static,da-19-6--rep-001--diligent-static,27.0,32.0,79.0,87.0,92.0,87.0,87.0,100.0,100.0,100.0,100.0,27.0,100.0,73.0,86.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,2,base,prospective,base-prospective,da-19-6--rep-002--base-prospective,25.0,25.0,32.0,67.0,87.0,77.0,87.0,87.0,87.0,87.0,87.0,25.0,87.0,62.0,72.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,2,base,static,base-static,da-19-6--rep-002--base-static,25.0,74.0,82.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,25.0,87.0,62.0,85.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,2,diligent,prospective,diligent-prospective,da-19-6--rep-002--diligent-prospective,25.0,87.0,87.0,87.0,79.0,82.0,74.0,79.0,82.0,87.0,87.0,25.0,87.0,62.0,83.1,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,2,diligent,static,diligent-static,da-19-6--rep-002--diligent-static,25.0,5.0,69.0,62.0,79.0,74.0,79.0,87.0,79.0,87.0,79.0,25.0,79.0,54.0,70.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,3,base,prospective,base-prospective,da-19-6--rep-003--base-prospective,0.0,74.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,0.0,87.0,87.0,85.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,3,base,static,base-static,da-19-6--rep-003--base-static,0.0,74.0,74.0,62.0,62.0,49.0,62.0,62.0,74.0,62.0,62.0,0.0,62.0,62.0,64.3,1,1,1,0,1
semi,luna-top30-semi-r10,da-19-6,3,diligent,prospective,diligent-prospective,da-19-6--rep-003--diligent-prospective,0.0,74.0,87.0,77.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,0.0,87.0,87.0,84.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-19-6,3,diligent,static,diligent-static,da-19-6--rep-003--diligent-static,0.0,56.0,79.0,79.0,79.0,79.0,79.0,60.0,87.0,79.0,79.0,0.0,79.0,79.0,75.6,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-1,1,base,prospective,base-prospective,da-20-1--rep-001--base-prospective,0.0,26.0,5.0,5.0,56.0,66.0,56.0,51.0,66.0,73.0,66.0,0.0,66.0,66.0,47.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,1,base,static,base-static,da-20-1--rep-001--base-static,0.0,36.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,1,diligent,prospective,diligent-prospective,da-20-1--rep-001--diligent-prospective,0.0,76.0,93.0,71.0,66.0,51.0,71.0,95.0,100.0,83.0,71.0,0.0,71.0,71.0,77.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,1,diligent,static,diligent-static,da-20-1--rep-001--diligent-static,0.0,0.0,66.0,76.0,76.0,88.0,88.0,88.0,76.0,88.0,88.0,0.0,88.0,88.0,73.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,2,base,prospective,base-prospective,da-20-1--rep-002--base-prospective,0.0,66.0,56.0,33.0,56.0,56.0,66.0,66.0,78.0,78.0,88.0,0.0,88.0,88.0,64.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,2,base,static,base-static,da-20-1--rep-002--base-static,0.0,66.0,66.0,66.0,66.0,76.0,76.0,76.0,76.0,76.0,66.0,0.0,66.0,66.0,71.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,2,diligent,prospective,diligent-prospective,da-20-1--rep-002--diligent-prospective,0.0,73.0,68.0,68.0,56.0,68.0,68.0,68.0,68.0,73.0,56.0,0.0,56.0,56.0,66.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,2,diligent,static,diligent-static,da-20-1--rep-002--diligent-static,0.0,0.0,71.0,71.0,71.0,66.0,78.0,100.0,83.0,71.0,93.0,0.0,93.0,93.0,70.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,3,base,prospective,base-prospective,da-20-1--rep-003--base-prospective,0.0,78.0,66.0,76.0,76.0,76.0,76.0,76.0,76.0,83.0,76.0,0.0,76.0,76.0,75.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,3,base,static,base-static,da-20-1--rep-003--base-static,0.0,33.0,66.0,66.0,88.0,66.0,76.0,95.0,76.0,66.0,73.0,0.0,73.0,73.0,70.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,3,diligent,prospective,diligent-prospective,da-20-1--rep-003--diligent-prospective,0.0,76.0,88.0,76.0,76.0,88.0,76.0,81.0,76.0,93.0,61.0,0.0,61.0,61.0,79.1,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-1,3,diligent,static,diligent-static,da-20-1--rep-003--diligent-static,0.0,10.0,18.0,18.0,26.0,18.0,23.0,18.0,26.0,23.0,23.0,0.0,23.0,23.0,20.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-3,1,base,prospective,base-prospective,da-20-3--rep-001--base-prospective,15.0,23.0,60.0,58.0,10.0,68.0,60.0,50.0,68.0,68.0,50.0,15.0,50.0,35.0,51.5,1,1,1,1,1
semi,luna-top30-semi-r10,da-20-3,1,base,static,base-static,da-20-3--rep-001--base-static,15.0,15.0,13.0,31.0,41.0,41.0,26.0,41.0,41.0,41.0,41.0,15.0,41.0,26.0,33.1,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-3,1,diligent,prospective,diligent-prospective,da-20-3--rep-001--diligent-prospective,15.0,45.0,38.0,16.0,20.0,26.0,18.0,18.0,3.0,18.0,25.0,15.0,25.0,10.0,22.7,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-3,1,diligent,static,diligent-static,da-20-3--rep-001--diligent-static,15.0,31.0,33.0,33.0,41.0,33.0,46.0,51.0,51.0,51.0,51.0,15.0,51.0,36.0,42.1,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-3,2,base,prospective,base-prospective,da-20-3--rep-002--base-prospective,8.0,33.0,50.0,66.0,43.0,8.0,13.0,0.0,1.0,0.0,0.0,8.0,0.0,-8.0,21.4,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-3,2,base,static,base-static,da-20-3--rep-002--base-static,8.0,18.0,53.0,60.0,20.0,15.0,43.0,70.0,70.0,53.0,60.0,8.0,60.0,52.0,46.2,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-3,2,diligent,prospective,diligent-prospective,da-20-3--rep-002--diligent-prospective,8.0,31.0,50.0,63.0,58.0,68.0,68.0,81.0,81.0,60.0,51.0,8.0,51.0,43.0,61.1,,,1,,0
semi,luna-top30-semi-r10,da-20-3,2,diligent,static,diligent-static,da-20-3--rep-002--diligent-static,8.0,10.0,53.0,53.0,45.0,50.0,68.0,81.0,81.0,81.0,81.0,8.0,81.0,73.0,60.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-3,3,base,prospective,base-prospective,da-20-3--rep-003--base-prospective,35.0,48.0,54.0,58.0,68.0,68.0,40.0,68.0,61.0,58.0,68.0,35.0,68.0,33.0,59.1,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-3,3,base,static,base-static,da-20-3--rep-003--base-static,35.0,36.0,36.0,18.0,41.0,36.0,36.0,46.0,41.0,51.0,41.0,35.0,41.0,6.0,38.2,,,0,0,
semi,luna-top30-semi-r10,da-20-3,3,diligent,prospective,diligent-prospective,da-20-3--rep-003--diligent-prospective,35.0,40.0,60.0,45.0,35.0,35.0,15.0,8.0,0.0,1.0,20.0,35.0,20.0,-15.0,25.9,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-3,3,diligent,static,diligent-static,da-20-3--rep-003--diligent-static,35.0,33.0,23.0,10.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0,35.0,10.0,-25.0,16.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-4,1,base,prospective,base-prospective,da-20-4--rep-001--base-prospective,0.0,48.0,53.0,48.0,40.0,48.0,48.0,40.0,48.0,48.0,40.0,0.0,40.0,40.0,46.1,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-4,1,base,static,base-static,da-20-4--rep-001--base-static,0.0,28.0,53.0,58.0,73.0,68.0,73.0,68.0,73.0,68.0,68.0,0.0,68.0,68.0,63.0,,,0,,0
semi,luna-top30-semi-r10,da-20-4,1,diligent,prospective,diligent-prospective,da-20-4--rep-001--diligent-prospective,0.0,58.0,73.0,63.0,58.0,48.0,58.0,58.0,53.0,38.0,43.0,0.0,43.0,43.0,55.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-4,1,diligent,static,diligent-static,da-20-4--rep-001--diligent-static,0.0,0.0,0.0,28.0,28.0,28.0,50.0,50.0,28.0,50.0,50.0,0.0,50.0,50.0,31.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-4,2,base,prospective,base-prospective,da-20-4--rep-002--base-prospective,25.0,40.0,28.0,38.0,53.0,53.0,43.0,38.0,68.0,35.0,40.0,25.0,40.0,15.0,43.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-4,2,base,static,base-static,da-20-4--rep-002--base-static,25.0,23.0,38.0,43.0,48.0,48.0,28.0,43.0,38.0,53.0,38.0,25.0,38.0,13.0,40.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-4,2,diligent,prospective,diligent-prospective,da-20-4--rep-002--diligent-prospective,25.0,53.0,50.0,58.0,48.0,48.0,43.0,33.0,38.0,53.0,68.0,25.0,68.0,43.0,49.2,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-4,2,diligent,static,diligent-static,da-20-4--rep-002--diligent-static,25.0,33.0,33.0,38.0,58.0,45.0,40.0,45.0,35.0,58.0,58.0,25.0,58.0,33.0,44.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-4,3,base,prospective,base-prospective,da-20-4--rep-003--base-prospective,0.0,43.0,48.0,33.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,58.0,58.0,53.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-4,3,base,static,base-static,da-20-4--rep-003--base-static,0.0,13.0,15.0,58.0,53.0,53.0,58.0,63.0,58.0,58.0,53.0,0.0,53.0,53.0,48.2,0,1,1,0,0
semi,luna-top30-semi-r10,da-20-4,3,diligent,prospective,diligent-prospective,da-20-4--rep-003--diligent-prospective,0.0,48.0,38.0,38.0,48.0,58.0,40.0,53.0,53.0,58.0,55.0,0.0,55.0,55.0,48.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-20-4,3,diligent,static,diligent-static,da-20-4--rep-003--diligent-static,0.0,8.0,53.0,58.0,58.0,68.0,58.0,58.0,63.0,58.0,53.0,0.0,53.0,53.0,53.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-24-3,1,base,prospective,base-prospective,da-24-3--rep-001--base-prospective,22.0,95.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,22.0,90.0,68.0,98.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-24-3,1,base,static,base-static,da-24-3--rep-001--base-static,22.0,95.0,95.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,100.0,78.0,98.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-24-3,1,diligent,prospective,diligent-prospective,da-24-3--rep-001--diligent-prospective,22.0,95.0,100.0,95.0,100.0,90.0,95.0,95.0,95.0,95.0,95.0,22.0,95.0,73.0,95.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-24-3,1,diligent,static,diligent-static,da-24-3--rep-001--diligent-static,22.0,75.0,90.0,90.0,100.0,85.0,90.0,80.0,100.0,100.0,90.0,22.0,90.0,68.0,90.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-24-3,2,base,prospective,base-prospective,da-24-3--rep-002--base-prospective,20.0,85.0,83.0,100.0,100.0,85.0,95.0,90.0,95.0,95.0,90.0,20.0,90.0,70.0,91.8,1,1,1,1,1
semi,luna-top30-semi-r10,da-24-3,2,base,static,base-static,da-24-3--rep-002--base-static,20.0,100.0,80.0,85.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,100.0,80.0,95.0,1,1,1,1,0
semi,luna-top30-semi-r10,da-24-3,2,diligent,prospective,diligent-prospective,da-24-3--rep-002--diligent-prospective,20.0,95.0,95.0,95.0,100.0,100.0,100.0,95.0,75.0,95.0,100.0,20.0,100.0,80.0,95.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-24-3,2,diligent,static,diligent-static,da-24-3--rep-002--diligent-static,20.0,18.0,85.0,78.0,95.0,95.0,95.0,95.0,100.0,95.0,100.0,20.0,100.0,80.0,85.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-24-3,3,base,prospective,base-prospective,da-24-3--rep-003--base-prospective,0.0,85.0,80.0,100.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,95.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-24-3,3,base,static,base-static,da-24-3--rep-003--base-static,0.0,90.0,90.0,90.0,65.0,80.0,80.0,80.0,75.0,80.0,80.0,0.0,80.0,80.0,81.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-24-3,3,diligent,prospective,diligent-prospective,da-24-3--rep-003--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-24-3,3,diligent,static,diligent-static,da-24-3--rep-003--diligent-static,0.0,95.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-25-1,1,base,prospective,base-prospective,da-25-1--rep-001--base-prospective,39.0,53.0,55.0,55.0,45.0,57.0,55.0,55.0,55.0,62.0,62.0,39.0,62.0,23.0,55.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-25-1,1,base,static,base-static,da-25-1--rep-001--base-static,39.0,39.0,55.0,55.0,37.0,37.0,55.0,46.0,46.0,55.0,64.0,39.0,64.0,25.0,48.9,1,1,1,1,0
semi,luna-top30-semi-r10,da-25-1,1,diligent,prospective,diligent-prospective,da-25-1--rep-001--diligent-prospective,39.0,27.0,43.0,25.0,27.0,55.0,46.0,46.0,46.0,18.0,21.0,39.0,21.0,-18.0,35.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-25-1,1,diligent,static,diligent-static,da-25-1--rep-001--diligent-static,39.0,29.0,37.0,37.0,37.0,39.0,43.0,41.0,53.0,37.0,44.0,39.0,44.0,5.0,39.7,0,1,1,0,0
semi,luna-top30-semi-r10,da-25-1,2,base,prospective,base-prospective,da-25-1--rep-002--base-prospective,0.0,54.0,45.0,38.0,45.0,45.0,38.0,19.0,61.0,54.0,57.0,0.0,57.0,57.0,45.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-25-1,2,base,static,base-static,da-25-1--rep-002--base-static,0.0,21.0,13.0,13.0,21.0,13.0,13.0,13.0,18.0,13.0,9.0,0.0,9.0,9.0,14.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-25-1,2,diligent,prospective,diligent-prospective,da-25-1--rep-002--diligent-prospective,0.0,39.0,55.0,39.0,48.0,20.0,46.0,34.0,39.0,55.0,48.0,0.0,48.0,48.0,42.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-25-1,2,diligent,static,diligent-static,da-25-1--rep-002--diligent-static,0.0,0.0,48.0,47.0,48.0,48.0,48.0,55.0,55.0,48.0,46.0,0.0,46.0,46.0,44.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-25-1,3,base,prospective,base-prospective,da-25-1--rep-003--base-prospective,0.0,78.0,93.0,86.0,100.0,84.0,100.0,86.0,93.0,93.0,100.0,0.0,100.0,100.0,91.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-25-1,3,base,static,base-static,da-25-1--rep-003--base-static,0.0,0.0,27.0,59.0,62.0,62.0,76.0,62.0,85.0,62.0,69.0,0.0,69.0,69.0,56.4,0,1,1,0,0
semi,luna-top30-semi-r10,da-25-1,3,diligent,prospective,diligent-prospective,da-25-1--rep-003--diligent-prospective,0.0,39.0,46.0,39.0,55.0,39.0,38.0,28.0,39.0,39.0,34.0,0.0,34.0,34.0,39.6,0,1,0,0,1
semi,luna-top30-semi-r10,da-25-1,3,diligent,static,diligent-static,da-25-1--rep-003--diligent-static,0.0,55.0,36.0,55.0,43.0,55.0,55.0,52.0,55.0,55.0,55.0,0.0,55.0,55.0,51.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-26-2,1,base,prospective,base-prospective,da-26-2--rep-001--base-prospective,0.0,97.0,93.0,95.0,100.0,100.0,79.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,96.4,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,1,base,static,base-static,da-26-2--rep-001--base-static,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,1,diligent,prospective,diligent-prospective,da-26-2--rep-001--diligent-prospective,0.0,11.0,97.0,85.0,90.0,85.0,64.0,85.0,90.0,100.0,87.0,0.0,87.0,87.0,79.4,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,1,diligent,static,diligent-static,da-26-2--rep-001--diligent-static,0.0,0.0,100.0,100.0,100.0,100.0,97.0,97.0,97.0,100.0,100.0,0.0,100.0,100.0,89.1,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,2,base,prospective,base-prospective,da-26-2--rep-002--base-prospective,25.0,97.0,90.0,100.0,100.0,88.0,100.0,100.0,85.0,93.0,100.0,25.0,100.0,75.0,95.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,2,base,static,base-static,da-26-2--rep-002--base-static,25.0,79.0,79.0,87.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,100.0,75.0,93.7,1,1,1,1,0
semi,luna-top30-semi-r10,da-26-2,2,diligent,prospective,diligent-prospective,da-26-2--rep-002--diligent-prospective,25.0,97.0,87.0,100.0,100.0,90.0,95.0,95.0,100.0,90.0,100.0,25.0,100.0,75.0,95.4,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,2,diligent,static,diligent-static,da-26-2--rep-002--diligent-static,25.0,11.0,23.0,23.0,27.0,27.0,79.0,23.0,100.0,100.0,100.0,25.0,100.0,75.0,51.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,3,base,prospective,base-prospective,da-26-2--rep-003--base-prospective,0.0,100.0,95.0,100.0,97.0,95.0,100.0,100.0,95.0,100.0,100.0,0.0,100.0,100.0,98.2,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,3,base,static,base-static,da-26-2--rep-003--base-static,0.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-2,3,diligent,prospective,diligent-prospective,da-26-2--rep-003--diligent-prospective,0.0,97.0,95.0,95.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-26-2,3,diligent,static,diligent-static,da-26-2--rep-003--diligent-static,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-26-4,1,base,prospective,base-prospective,da-26-4--rep-001--base-prospective,12.0,83.0,88.0,73.0,73.0,83.0,88.0,88.0,83.0,88.0,83.0,12.0,83.0,71.0,83.0,1,1,1,0,1
