study,experiment_id,task_id,replicate,prompt,static_assignment_id,dynamic_assignment_id,baseline_chars,baseline_words,baseline_lines,baseline_criteria,baseline_penalty_capacity,dynamic_final_chars,dynamic_final_words,dynamic_final_lines,dynamic_final_criteria,dynamic_final_penalty_capacity,added_chars,added_words,added_lines,added_criteria,added_penalty_capacity,changed_rounds,proposal_additions,proposal_no_patches,cumulative_added_chars,cumulative_added_criteria,criterion_exposure_fraction,static_rh_three_model_majority,dynamic_rh_three_model_majority,paired_difference_three_model_majority,static_rh_available_two_vote_majority,dynamic_rh_available_two_vote_majority,paired_difference_available_two_vote_majority,static_rh_gpt_5_6_sol,dynamic_rh_gpt_5_6_sol,paired_difference_gpt_5_6_sol,static_rh_claude_opus_4_8,dynamic_rh_claude_opus_4_8,paired_difference_claude_opus_4_8,static_rh_gemini_3_1_pro_preview,dynamic_rh_gemini_3_1_pro_preview,paired_difference_gemini_3_1_pro_preview
full,luna-top30-full-r10,da-10-1,1,base,da-10-1--rep-001--base-static,da-10-1--rep-001--base-prospective,20042,2746,107,10,10.0,24005,3301,143,14,50.0,3963,555,36,4,40.0,4,4,6,29563,29,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,1,diligent,da-10-1--rep-001--diligent-static,da-10-1--rep-001--diligent-prospective,20042,2746,107,10,10.0,25538,3484,159,16,70.0,5496,738,52,6,60.0,6,6,4,32709,37,0.6166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,2,base,da-10-1--rep-002--base-static,da-10-1--rep-002--base-prospective,20042,2746,107,10,10.0,25287,3465,146,15,60.0,5245,719,39,5,50.0,5,5,5,28853,28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,2,diligent,da-10-1--rep-002--diligent-static,da-10-1--rep-002--diligent-prospective,20042,2746,107,10,10.0,22949,3162,129,13,40.0,2907,416,22,3,30.0,3,3,7,18235,19,0.6333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,3,base,da-10-1--rep-003--base-static,da-10-1--rep-003--base-prospective,20042,2746,107,10,10.0,21781,2988,120,12,30.0,1739,242,13,2,20.0,2,2,8,11251,13,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-1,3,diligent,da-10-1--rep-003--diligent-static,da-10-1--rep-003--diligent-prospective,20042,2746,107,10,10.0,23692,3247,136,14,50.0,3650,501,29,4,40.0,4,4,6,23941,27,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,1,base,da-10-3--rep-001--base-static,da-10-3--rep-001--base-prospective,13101,1790,67,6,10.0,16069,2206,85,9,40.0,2968,416,18,3,30.0,3,3,7,20041,20,0.6666666666666666,0,,,0,0,0,0,0,0,0,0,0,0,,
full,luna-top30-full-r10,da-10-3,1,diligent,da-10-3--rep-001--diligent-static,da-10-3--rep-001--diligent-prospective,13101,1790,67,6,10.0,16018,2197,85,9,40.0,2917,407,18,3,30.0,3,3,7,11182,11,0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,2,base,da-10-3--rep-002--base-static,da-10-3--rep-002--base-prospective,13101,1790,67,6,10.0,15065,2061,79,8,30.0,1964,271,12,2,20.0,2,2,8,17424,18,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,2,diligent,da-10-3--rep-002--diligent-static,da-10-3--rep-002--diligent-prospective,13101,1790,67,6,10.0,15495,2126,85,9,40.0,2394,336,18,3,30.0,3,3,7,13212,16,0.5333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,3,base,da-10-3--rep-003--base-static,da-10-3--rep-003--base-prospective,13101,1790,67,6,10.0,17625,2427,97,11,60.0,4524,637,30,5,50.0,5,5,5,31073,35,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-10-3,3,diligent,da-10-3--rep-003--diligent-static,da-10-3--rep-003--diligent-prospective,13101,1790,67,6,10.0,17162,2348,97,10,50.0,4061,558,30,4,40.0,4,4,6,31569,31,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,1,base,da-11-1--rep-001--base-static,da-11-1--rep-001--base-prospective,11049,1433,89,8,10.0,17562,2301,139,14,70.0,6513,868,50,6,60.0,6,6,4,45887,42,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,1,diligent,da-11-1--rep-001--diligent-static,da-11-1--rep-001--diligent-prospective,11049,1433,89,8,10.0,15233,2003,124,13,60.0,4184,570,35,5,50.0,5,5,5,27507,34,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,2,base,da-11-1--rep-002--base-static,da-11-1--rep-002--base-prospective,11049,1433,89,8,10.0,13984,1821,112,11,40.0,2935,388,23,3,30.0,3,3,7,26487,27,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,2,diligent,da-11-1--rep-002--diligent-static,da-11-1--rep-002--diligent-prospective,11049,1433,89,8,10.0,14510,1910,115,12,50.0,3461,477,26,4,40.0,4,4,6,22416,26,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,3,base,da-11-1--rep-003--base-static,da-11-1--rep-003--base-prospective,11049,1433,89,8,10.0,16142,2127,134,14,70.0,5093,694,45,6,60.0,6,6,4,32016,37,0.6166666666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-11-1,3,diligent,da-11-1--rep-003--diligent-static,da-11-1--rep-003--diligent-prospective,11049,1433,89,8,10.0,15480,2032,125,13,60.0,4431,599,36,5,50.0,5,5,5,26036,30,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-12-2,1,base,da-12-2--rep-001--base-static,da-12-2--rep-001--base-prospective,6968,972,79,7,10.0,9558,1350,105,10,40.0,2590,378,26,3,30.0,3,3,7,12679,15,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-12-2,1,diligent,da-12-2--rep-001--diligent-static,da-12-2--rep-001--diligent-prospective,6968,972,79,7,10.0,8658,1212,91,9,30.0,1690,240,12,2,20.0,2,2,8,13364,16,0.8,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
full,luna-top30-full-r10,da-12-2,2,base,da-12-2--rep-002--base-static,da-12-2--rep-002--base-prospective,6968,972,79,7,10.0,11430,1621,109,12,60.0,4462,649,30,5,50.0,5,5,5,28826,32,0.64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-12-2,2,diligent,da-12-2--rep-002--diligent-static,da-12-2--rep-002--diligent-prospective,6968,972,79,7,10.0,9352,1312,99,10,40.0,2384,340,20,3,30.0,3,3,7,12484,15,0.5,1,0,-1,1,0,-1,1,1,0,1,0,-1,0,0,0
full,luna-top30-full-r10,da-12-2,3,base,da-12-2--rep-003--base-static,da-12-2--rep-003--base-prospective,6968,972,79,7,10.0,10655,1488,112,11,50.0,3687,516,33,4,40.0,4,4,6,24066,25,0.625,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-12-2,3,diligent,da-12-2--rep-003--diligent-static,da-12-2--rep-003--diligent-prospective,6968,972,79,7,10.0,10174,1414,104,11,50.0,3206,442,25,4,40.0,4,4,6,20640,26,0.65,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-1
full,luna-top30-full-r10,da-12-4,1,base,da-12-4--rep-001--base-static,da-12-4--rep-001--base-prospective,3914,543,67,6,10.0,6669,910,86,9,40.0,2755,367,19,3,30.0,3,3,7,22116,24,0.8,1,1,0,1,1,0,1,1,0,0,1,1,1,0,-1
full,luna-top30-full-r10,da-12-4,1,diligent,da-12-4--rep-001--diligent-static,da-12-4--rep-001--diligent-prospective,3914,543,67,6,10.0,8209,1105,112,11,60.0,4295,562,45,5,50.0,5,5,5,23424,27,0.54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-12-4,2,base,da-12-4--rep-002--base-static,da-12-4--rep-002--base-prospective,3914,543,67,6,10.0,7331,1012,99,10,50.0,3417,469,32,4,40.0,4,4,6,19304,22,0.55,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0
full,luna-top30-full-r10,da-12-4,2,diligent,da-12-4--rep-002--diligent-static,da-12-4--rep-002--diligent-prospective,3914,543,67,6,10.0,8113,1123,98,11,60.0,4199,580,31,5,50.0,5,5,5,30527,37,0.74,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-12-4,3,base,da-12-4--rep-003--base-static,da-12-4--rep-003--base-prospective,3914,543,67,6,10.0,7009,966,100,10,50.0,3095,423,33,4,40.0,4,4,6,20092,27,0.675,1,1,0,1,1,0,1,1,0,0,1,1,1,0,-1
full,luna-top30-full-r10,da-12-4,3,diligent,da-12-4--rep-003--diligent-static,da-12-4--rep-003--diligent-prospective,3914,543,67,6,10.0,7418,1011,92,10,50.0,3504,468,25,4,40.0,4,4,6,24876,28,0.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,1,base,da-13-1--rep-001--base-static,da-13-1--rep-001--base-prospective,7407,969,67,6,10.0,11529,1534,100,11,60.0,4122,565,33,5,50.0,5,5,5,28981,36,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,1,diligent,da-13-1--rep-001--diligent-static,da-13-1--rep-001--diligent-prospective,7407,969,67,6,10.0,10195,1346,89,9,40.0,2788,377,22,3,30.0,3,3,7,17992,20,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,2,base,da-13-1--rep-002--base-static,da-13-1--rep-002--base-prospective,7407,969,67,6,10.0,10807,1433,97,10,50.0,3400,464,30,4,40.0,4,4,6,22147,27,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,2,diligent,da-13-1--rep-002--diligent-static,da-13-1--rep-002--diligent-prospective,7407,969,67,6,10.0,8959,1194,79,8,30.0,1552,225,12,2,20.0,2,2,8,10888,14,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,3,base,da-13-1--rep-003--base-static,da-13-1--rep-003--base-prospective,7407,969,67,6,10.0,10890,1443,97,10,50.0,3483,474,30,4,40.0,4,4,6,13590,15,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-1,3,diligent,da-13-1--rep-003--diligent-static,da-13-1--rep-003--diligent-prospective,7407,969,67,6,10.0,10902,1458,104,10,50.0,3495,489,37,4,40.0,4,4,6,24871,28,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,1,base,da-13-3--rep-001--base-static,da-13-3--rep-001--base-prospective,8932,1203,67,6,10.0,11518,1559,85,9,40.0,2586,356,18,3,30.0,3,3,7,17938,20,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,1,diligent,da-13-3--rep-001--diligent-static,da-13-3--rep-001--diligent-prospective,8932,1203,67,6,10.0,12436,1691,91,10,50.0,3504,488,24,4,40.0,4,4,6,15917,18,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,2,base,da-13-3--rep-002--base-static,da-13-3--rep-002--base-prospective,8932,1203,67,6,10.0,9937,1346,73,7,20.0,1005,143,6,1,10.0,1,1,9,9045,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,2,diligent,da-13-3--rep-002--diligent-static,da-13-3--rep-002--diligent-prospective,8932,1203,67,6,10.0,12990,1782,105,11,60.0,4058,579,38,5,50.0,5,5,5,29193,36,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,3,base,da-13-3--rep-003--base-static,da-13-3--rep-003--base-prospective,8932,1203,67,6,10.0,11591,1575,87,9,40.0,2659,372,20,3,30.0,3,3,7,22449,25,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-3,3,diligent,da-13-3--rep-003--diligent-static,da-13-3--rep-003--diligent-prospective,8932,1203,67,6,10.0,11343,1550,86,9,40.0,2411,347,19,3,30.0,3,3,7,19386,24,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,1,base,da-13-5--rep-001--base-static,da-13-5--rep-001--base-prospective,10387,1360,67,6,10.0,11158,1473,77,7,20.0,771,113,10,1,10.0,1,1,9,6939,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,1,diligent,da-13-5--rep-001--diligent-static,da-13-5--rep-001--diligent-prospective,10387,1360,67,6,10.0,13116,1740,93,9,40.0,2729,380,26,3,30.0,3,3,7,20865,23,0.7666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,2,base,da-13-5--rep-002--base-static,da-13-5--rep-002--base-prospective,10387,1360,67,6,10.0,12159,1609,80,8,30.0,1772,249,13,2,20.0,2,2,8,15790,18,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,2,diligent,da-13-5--rep-002--diligent-static,da-13-5--rep-002--diligent-prospective,10387,1360,67,6,10.0,13625,1819,91,10,50.0,3238,459,24,4,40.0,4,4,6,16004,20,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,3,base,da-13-5--rep-003--base-static,da-13-5--rep-003--base-prospective,10387,1360,67,6,10.0,11053,1451,73,7,20.0,666,91,6,1,10.0,1,1,9,5994,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-5,3,diligent,da-13-5--rep-003--diligent-static,da-13-5--rep-003--diligent-prospective,10387,1360,67,6,10.0,12300,1631,87,8,30.0,1913,271,20,2,20.0,2,2,8,14245,15,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,1,base,da-13-6--rep-001--base-static,da-13-6--rep-001--base-prospective,10423,1355,67,6,10.0,12659,1655,83,8,30.0,2236,300,16,2,20.0,2,2,8,16204,14,0.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,1,diligent,da-13-6--rep-001--diligent-static,da-13-6--rep-001--diligent-prospective,10423,1355,67,6,10.0,13271,1726,85,9,40.0,2848,371,18,3,30.0,3,3,7,22796,24,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,2,base,da-13-6--rep-002--base-static,da-13-6--rep-002--base-prospective,10423,1355,67,6,10.0,13181,1738,87,9,40.0,2758,383,20,3,30.0,3,3,7,17015,18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,2,diligent,da-13-6--rep-002--diligent-static,da-13-6--rep-002--diligent-prospective,10423,1355,67,6,10.0,13545,1784,85,9,40.0,3122,429,18,3,30.0,3,3,7,24322,23,0.7666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-13-6,3,base,da-13-6--rep-003--base-static,da-13-6--rep-003--base-prospective,10423,1355,67,6,10.0,14109,1871,95,10,50.0,3686,516,28,4,40.0,4,4,6,23468,26,0.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
full,luna-top30-full-r10,da-13-6,3,diligent,da-13-6--rep-003--diligent-static,da-13-6--rep-003--diligent-prospective,10423,1355,67,6,10.0,13122,1730,91,9,40.0,2699,375,24,3,30.0,3,3,7,17397,19,0.6333333333333333,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1
full,luna-top30-full-r10,da-14-1,1,base,da-14-1--rep-001--base-static,da-14-1--rep-001--base-prospective,13438,1718,77,7,10.0,17563,2288,117,11,50.0,4125,570,40,4,40.0,4,4,6,17838,17,0.425,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,1,diligent,da-14-1--rep-001--diligent-static,da-14-1--rep-001--diligent-prospective,13438,1718,77,7,10.0,16685,2152,105,10,40.0,3247,434,28,3,30.0,3,3,7,21127,20,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,2,base,da-14-1--rep-002--base-static,da-14-1--rep-002--base-prospective,13438,1718,77,7,10.0,18867,2456,127,13,70.0,5429,738,50,6,60.0,6,6,4,30921,35,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,2,diligent,da-14-1--rep-002--diligent-static,da-14-1--rep-002--diligent-prospective,13438,1718,77,7,10.0,17631,2298,113,11,50.0,4193,580,36,4,40.0,4,4,6,25391,24,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,3,base,da-14-1--rep-003--base-static,da-14-1--rep-003--base-prospective,13438,1718,77,7,10.0,20481,2678,138,14,80.0,7043,960,61,7,70.0,7,7,3,36660,38,0.5428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-1,3,diligent,da-14-1--rep-003--diligent-static,da-14-1--rep-003--diligent-prospective,13438,1718,77,7,10.0,16607,2153,99,10,40.0,3169,435,22,3,30.0,3,3,7,19242,18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,1,base,da-14-3--rep-001--base-static,da-14-3--rep-001--base-prospective,5364,721,67,6,10.0,7309,982,85,8,30.0,1945,261,18,2,20.0,2,2,8,14685,15,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,1,diligent,da-14-3--rep-001--diligent-static,da-14-3--rep-001--diligent-prospective,5364,721,67,6,10.0,7432,1007,83,8,30.0,2068,286,16,2,20.0,2,2,8,13262,13,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,2,base,da-14-3--rep-002--base-static,da-14-3--rep-002--base-prospective,5364,721,67,6,10.0,9256,1256,109,10,50.0,3892,535,42,4,40.0,4,4,6,20819,22,0.55,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1
full,luna-top30-full-r10,da-14-3,2,diligent,da-14-3--rep-002--diligent-static,da-14-3--rep-002--diligent-prospective,5364,721,67,6,10.0,5364,721,67,6,10.0,0,0,0,0,0.0,0,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-3,3,base,da-14-3--rep-003--base-static,da-14-3--rep-003--base-prospective,5364,721,67,6,10.0,8286,1119,92,9,40.0,2922,398,25,3,30.0,3,3,7,18051,17,0.5666666666666667,0,,,0,0,0,0,0,0,0,0,0,0,,
full,luna-top30-full-r10,da-14-3,3,diligent,da-14-3--rep-003--diligent-static,da-14-3--rep-003--diligent-prospective,5364,721,67,6,10.0,8341,1128,100,9,40.0,2977,407,33,3,30.0,3,3,7,18536,19,0.6333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,1,base,da-14-8--rep-001--base-static,da-14-8--rep-001--base-prospective,16214,2191,77,7,10.0,21242,2884,111,12,60.0,5028,693,34,5,50.0,5,5,5,31232,30,0.6,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1
full,luna-top30-full-r10,da-14-8,1,diligent,da-14-8--rep-001--diligent-static,da-14-8--rep-001--diligent-prospective,16214,2191,77,7,10.0,18144,2456,97,9,30.0,1930,265,20,2,20.0,2,2,8,12611,13,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,2,base,da-14-8--rep-002--base-static,da-14-8--rep-002--base-prospective,16214,2191,77,7,10.0,18333,2482,91,9,30.0,2119,291,14,2,20.0,2,2,8,11487,10,0.5,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0
full,luna-top30-full-r10,da-14-8,2,diligent,da-14-8--rep-002--diligent-static,da-14-8--rep-002--diligent-prospective,16214,2191,77,7,10.0,18158,2472,93,9,30.0,1944,281,16,2,20.0,2,2,8,15684,16,0.8,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0
full,luna-top30-full-r10,da-14-8,3,base,da-14-8--rep-003--base-static,da-14-8--rep-003--base-prospective,16214,2191,77,7,10.0,17429,2357,88,8,20.0,1215,166,11,1,10.0,1,1,9,10935,9,0.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-14-8,3,diligent,da-14-8--rep-003--diligent-static,da-14-8--rep-003--diligent-prospective,16214,2191,77,7,10.0,18853,2564,100,10,40.0,2639,373,23,3,30.0,3,3,7,19172,21,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
full,luna-top30-full-r10,da-15-1,1,base,da-15-1--rep-001--base-static,da-15-1--rep-001--base-prospective,6532,837,68,6,10.0,8385,1088,80,8,30.0,1853,251,12,2,20.0,2,2,8,10064,11,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,1,diligent,da-15-1--rep-001--diligent-static,da-15-1--rep-001--diligent-prospective,6532,837,68,6,10.0,9192,1204,86,9,40.0,2660,367,18,3,30.0,3,3,7,15270,17,0.5666666666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,2,base,da-15-1--rep-002--base-static,da-15-1--rep-002--base-prospective,6532,837,68,6,10.0,9817,1305,92,10,50.0,3285,468,24,4,40.0,4,4,6,20025,24,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,2,diligent,da-15-1--rep-002--diligent-static,da-15-1--rep-002--diligent-prospective,6532,837,68,6,10.0,8871,1164,86,9,40.0,2339,327,18,3,30.0,3,3,7,14369,19,0.6333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,3,base,da-15-1--rep-003--base-static,da-15-1--rep-003--base-prospective,6532,837,68,6,10.0,8519,1118,89,8,30.0,1987,281,21,2,20.0,2,2,8,12165,12,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-1,3,diligent,da-15-1--rep-003--diligent-static,da-15-1--rep-003--diligent-prospective,6532,837,68,6,10.0,9136,1205,87,9,40.0,2604,368,19,3,30.0,3,3,7,13480,16,0.5333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,1,base,da-15-2--rep-001--base-static,da-15-2--rep-001--base-prospective,5059,666,62,6,10.0,10132,1347,106,12,70.0,5073,681,44,6,60.0,6,6,4,27376,34,0.5666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,1,diligent,da-15-2--rep-001--diligent-static,da-15-2--rep-001--diligent-prospective,5059,666,62,6,10.0,8564,1144,95,10,50.0,3505,478,33,4,40.0,4,4,6,20565,23,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,2,base,da-15-2--rep-002--base-static,da-15-2--rep-002--base-prospective,5059,666,62,6,10.0,7431,973,86,9,40.0,2372,307,24,3,30.0,3,3,7,14838,19,0.6333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,2,diligent,da-15-2--rep-002--diligent-static,da-15-2--rep-002--diligent-prospective,5059,666,62,6,10.0,8055,1076,88,10,50.0,2996,410,26,4,40.0,4,4,6,19513,26,0.65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,3,base,da-15-2--rep-003--base-static,da-15-2--rep-003--base-prospective,5059,666,62,6,10.0,9591,1268,100,11,60.0,4532,602,38,5,50.0,5,5,5,28115,32,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-2,3,diligent,da-15-2--rep-003--diligent-static,da-15-2--rep-003--diligent-prospective,5059,666,62,6,10.0,5880,783,68,7,20.0,821,117,6,1,10.0,1,1,9,4926,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,1,base,da-15-7--rep-001--base-static,da-15-7--rep-001--base-prospective,15705,2023,67,6,10.0,20166,2666,97,11,60.0,4461,643,30,5,50.0,5,5,5,22375,25,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,1,diligent,da-15-7--rep-001--diligent-static,da-15-7--rep-001--diligent-prospective,15705,2023,67,6,10.0,17353,2261,81,8,30.0,1648,238,14,2,20.0,2,2,8,11756,14,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,2,base,da-15-7--rep-002--base-static,da-15-7--rep-002--base-prospective,15705,2023,67,6,10.0,21644,2852,103,12,70.0,5939,829,36,6,60.0,6,6,4,40967,41,0.6833333333333333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,2,diligent,da-15-7--rep-002--diligent-static,da-15-7--rep-002--diligent-prospective,15705,2023,67,6,10.0,20976,2777,103,12,70.0,5271,754,36,6,60.0,6,6,4,34752,40,0.6666666666666666,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,3,base,da-15-7--rep-003--base-static,da-15-7--rep-003--base-prospective,15705,2023,67,6,10.0,18628,2411,85,9,40.0,2923,388,18,3,30.0,3,3,7,21209,21,0.7,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-7,3,diligent,da-15-7--rep-003--diligent-static,da-15-7--rep-003--diligent-prospective,15705,2023,67,6,10.0,17438,2278,81,8,30.0,1733,255,14,2,20.0,2,2,8,10799,13,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,1,base,da-15-8--rep-001--base-static,da-15-8--rep-001--base-prospective,10424,1342,67,6,10.0,13085,1704,85,9,40.0,2661,362,18,3,30.0,3,3,7,20025,23,0.7666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,1,diligent,da-15-8--rep-001--diligent-static,da-15-8--rep-001--diligent-prospective,10424,1342,67,6,10.0,14685,1924,100,11,60.0,4261,582,33,5,50.0,5,5,5,27558,33,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full,luna-top30-full-r10,da-15-8,2,base,da-15-8--rep-002--base-static,da-15-8--rep-002--base-prospective,10424,1342,67,6,10.0,14081,1872,91,10,50.0,3657,530,24,4,40.0,4,4,6,18409,20,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
