assignment_id,task_id,replicate,condition_id,feedback_type,rubric_type,initial_weak_score,initial_gpt_score,initial_claude_score,initial_strong_score,initial_weak_minus_strong,final_weak_score,final_gpt_score,final_claude_score,final_strong_score,final_weak_minus_strong,gap_change
da-15-1--rep-001--user-simulator-online-rubric,da-15-1,1,user-simulator-online-rubric,user_simulator,online_elicitation,73.0,61.0,72.0,66.5,6.5,75.0,72.6,75.0,73.8,1.2000000000000028,-5.299999999999997
da-15-1--rep-002--full-offline-rubric,da-15-1,2,full-offline-rubric,full,offline_elicitation,53.0,50.0,45.4,47.7,5.299999999999997,100.0,100.0,99.2,99.6,0.4000000000000057,-4.8999999999999915
da-15-1--rep-002--full-static,da-15-1,2,full-static,full,fixed,56.0,52.0,46.0,49.0,7.0,87.0,80.0,76.0,78.0,9.0,2.0
da-15-1--rep-002--score-only-offline-rubric,da-15-1,2,score-only-offline-rubric,score_only,offline_elicitation,53.4,48.8,42.4,45.599999999999994,7.800000000000004,74.0,72.0,75.0,73.5,0.5,-7.300000000000004
da-15-1--rep-002--score-only-online-rubric,da-15-1,2,score-only-online-rubric,score_only,online_elicitation,57.0,48.0,39.2,43.6,13.399999999999999,74.0,72.0,76.0,74.0,0.0,-13.399999999999999
da-15-1--rep-002--semi-static,da-15-1,2,semi-static,semi,fixed,56.0,52.0,46.0,49.0,7.0,84.0,96.0,100.0,98.0,-14.0,-21.0
da-15-1--rep-002--user-simulator-offline-rubric,da-15-1,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,53.0,52.0,44.2,48.1,4.899999999999999,67.0,67.0,67.0,67.0,0.0,-4.899999999999999
da-15-1--rep-002--user-simulator-online-rubric,da-15-1,2,user-simulator-online-rubric,user_simulator,online_elicitation,57.0,50.0,44.4,47.2,9.799999999999997,67.0,62.0,77.0,69.5,-2.5,-12.299999999999997
da-15-1--rep-002--user-simulator-static,da-15-1,2,user-simulator-static,user_simulator,fixed,56.0,52.0,46.0,49.0,7.0,64.0,72.4,71.0,71.7,-7.700000000000003,-14.700000000000003
da-15-1--rep-003--full-offline-rubric,da-15-1,3,full-offline-rubric,full,offline_elicitation,70.8,52.4,77.0,64.7,6.099999999999994,87.0,87.0,86.6,86.8,0.20000000000000284,-5.8999999999999915
da-15-1--rep-003--full-online-rubric,da-15-1,3,full-online-rubric,full,online_elicitation,63.4,58.0,76.0,67.0,-3.6000000000000014,87.0,87.0,85.8,86.4,0.5999999999999943,4.199999999999996
da-15-1--rep-003--full-static,da-15-1,3,full-static,full,fixed,67.0,56.4,75.0,65.7,1.2999999999999972,87.0,87.0,89.6,88.3,-1.2999999999999972,-2.5999999999999943
da-15-1--rep-003--score-only-online-rubric,da-15-1,3,score-only-online-rubric,score_only,online_elicitation,68.6,72.0,73.4,72.7,-4.1000000000000085,77.0,77.0,81.0,79.0,-2.0,2.1000000000000085
da-15-1--rep-003--semi-online-rubric,da-15-1,3,semi-online-rubric,semi,online_elicitation,67.0,64.8,75.0,69.9,-2.9000000000000057,74.0,72.0,83.0,77.5,-3.5,-0.5999999999999943
da-15-1--rep-003--user-simulator-offline-rubric,da-15-1,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,64.0,63.2,79.0,71.1,-7.099999999999994,71.2,66.0,74.8,70.4,0.7999999999999972,7.8999999999999915
da-15-1--rep-003--user-simulator-online-rubric,da-15-1,3,user-simulator-online-rubric,user_simulator,online_elicitation,71.0,70.0,71.0,70.5,0.5,71.8,77.0,83.0,80.0,-8.200000000000003,-8.700000000000003
da-15-1--rep-003--user-simulator-static,da-15-1,3,user-simulator-static,user_simulator,fixed,67.0,56.4,75.0,65.7,1.2999999999999972,57.0,65.0,77.0,71.0,-14.0,-15.299999999999997
da-15-2--rep-001--full-offline-rubric,da-15-2,1,full-offline-rubric,full,offline_elicitation,24.6,15.0,4.0,9.5,15.100000000000001,83.0,83.0,68.6,75.8,7.200000000000003,-7.899999999999999
da-15-2--rep-001--full-online-rubric,da-15-2,1,full-online-rubric,full,online_elicitation,26.6,8.0,0.0,4.0,22.6,74.0,77.8,71.4,74.6,-0.5999999999999943,-23.199999999999996
da-15-2--rep-001--full-static,da-15-2,1,full-static,full,fixed,31.0,5.0,3.0,4.0,27.0,73.0,79.8,58.4,69.1,3.9000000000000057,-23.099999999999994
da-15-2--rep-001--score-only-offline-rubric,da-15-2,1,score-only-offline-rubric,score_only,offline_elicitation,31.0,12.0,1.6,6.8,24.2,42.0,38.0,26.4,32.2,9.799999999999997,-14.400000000000002
da-15-2--rep-001--score-only-online-rubric,da-15-2,1,score-only-online-rubric,score_only,online_elicitation,30.2,11.0,0.6,5.8,24.4,55.8,51.0,12.8,31.9,23.9,-0.5
da-15-2--rep-001--score-only-static,da-15-2,1,score-only-static,score_only,fixed,31.0,5.0,3.0,4.0,27.0,51.0,37.0,22.2,29.6,21.4,-5.600000000000001
da-15-2--rep-001--semi-offline-rubric,da-15-2,1,semi-offline-rubric,semi,offline_elicitation,31.0,9.0,1.0,5.0,26.0,73.0,68.0,70.8,69.4,3.5999999999999943,-22.400000000000006
da-15-2--rep-001--semi-online-rubric,da-15-2,1,semi-online-rubric,semi,online_elicitation,29.8,13.0,0.4,6.7,23.1,71.4,72.2,69.4,70.80000000000001,0.5999999999999943,-22.500000000000007
da-15-2--rep-001--user-simulator-static,da-15-2,1,user-simulator-static,user_simulator,fixed,31.0,5.0,3.0,4.0,27.0,5.0,5.0,4.0,4.5,0.5,-26.5
da-15-2--rep-002--full-offline-rubric,da-15-2,2,full-offline-rubric,full,offline_elicitation,1.8,0.0,0.0,0.0,1.8,81.0,83.0,79.0,81.0,0.0,-1.8
da-15-2--rep-002--full-static,da-15-2,2,full-static,full,fixed,8.8,0.0,1.0,0.5,8.3,96.6,67.0,73.8,70.4,26.19999999999999,17.899999999999988
da-15-2--rep-002--score-only-offline-rubric,da-15-2,2,score-only-offline-rubric,score_only,offline_elicitation,7.0,0.0,0.0,0.0,7.0,14.2,6.0,9.0,7.5,6.699999999999999,-0.3000000000000007
da-15-2--rep-002--score-only-online-rubric,da-15-2,2,score-only-online-rubric,score_only,online_elicitation,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,9.0
da-15-2--rep-002--score-only-static,da-15-2,2,score-only-static,score_only,fixed,8.8,0.0,1.0,0.5,8.3,32.4,0.0,2.0,1.0,31.4,23.099999999999998
da-15-2--rep-002--semi-online-rubric,da-15-2,2,semi-online-rubric,semi,online_elicitation,0.0,0.0,0.2,0.1,-0.1,71.0,56.8,30.6,43.7,27.299999999999997,27.4
da-15-2--rep-002--semi-static,da-15-2,2,semi-static,semi,fixed,8.8,0.0,1.0,0.5,8.3,73.0,68.0,60.0,64.0,9.0,0.6999999999999993
da-15-2--rep-002--user-simulator-offline-rubric,da-15-2,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,7.0,0.0,0.0,0.0,7.0,15.0,15.0,5.0,10.0,5.0,-2.0
da-15-2--rep-002--user-simulator-online-rubric,da-15-2,2,user-simulator-online-rubric,user_simulator,online_elicitation,0.6,0.0,0.2,0.1,0.5,4.8,0.0,0.2,0.1,4.7,4.2
da-15-2--rep-003--full-offline-rubric,da-15-2,3,full-offline-rubric,full,offline_elicitation,15.0,0.0,5.0,2.5,12.5,73.0,44.0,62.8,53.4,19.6,7.100000000000001
da-15-2--rep-003--full-online-rubric,da-15-2,3,full-online-rubric,full,online_elicitation,12.2,0.0,0.0,0.0,12.2,73.0,65.8,60.8,63.3,9.700000000000003,-2.4999999999999964
da-15-2--rep-003--full-static,da-15-2,3,full-static,full,fixed,15.0,0.0,5.0,2.5,12.5,83.0,67.0,75.0,71.0,12.0,-0.5
da-15-2--rep-003--score-only-offline-rubric,da-15-2,3,score-only-offline-rubric,score_only,offline_elicitation,12.6,0.0,1.4,0.7,11.9,25.6,21.0,20.8,20.9,4.700000000000003,-7.1999999999999975
da-15-2--rep-003--score-only-online-rubric,da-15-2,3,score-only-online-rubric,score_only,online_elicitation,11.0,0.0,1.6,0.8,10.2,22.6,0.0,7.6,3.8,18.8,8.600000000000001
da-15-2--rep-003--score-only-static,da-15-2,3,score-only-static,score_only,fixed,15.0,0.0,5.0,2.5,12.5,7.0,1.0,4.0,2.5,4.5,-8.0
da-15-2--rep-003--semi-offline-rubric,da-15-2,3,semi-offline-rubric,semi,offline_elicitation,15.0,0.0,4.6,2.3,12.7,53.2,52.0,47.8,49.9,3.3000000000000043,-9.399999999999995
da-15-2--rep-003--semi-online-rubric,da-15-2,3,semi-online-rubric,semi,online_elicitation,21.4,0.0,1.8,0.9,20.5,67.0,54.4,55.8,55.099999999999994,11.900000000000006,-8.599999999999994
da-15-2--rep-003--user-simulator-offline-rubric,da-15-2,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,14.2,0.0,5.0,2.5,11.7,13.4,0.0,5.0,2.5,10.9,-0.7999999999999989
da-15-2--rep-003--user-simulator-static,da-15-2,3,user-simulator-static,user_simulator,fixed,15.0,0.0,5.0,2.5,12.5,31.0,21.0,10.4,15.7,15.3,2.8000000000000007
da-15-7--rep-001--full-online-rubric,da-15-7,1,full-online-rubric,full,online_elicitation,50.0,46.0,46.4,46.2,3.799999999999997,82.0,72.0,95.6,83.8,-1.7999999999999972,-5.599999999999994
da-15-7--rep-001--full-static,da-15-7,1,full-static,full,fixed,52.0,50.0,43.0,46.5,5.5,82.2,71.0,85.0,78.0,4.200000000000003,-1.2999999999999972
da-15-7--rep-001--score-only-offline-rubric,da-15-7,1,score-only-offline-rubric,score_only,offline_elicitation,53.0,46.0,47.0,46.5,6.5,57.0,47.0,48.0,47.5,9.5,3.0
da-15-7--rep-001--score-only-online-rubric,da-15-7,1,score-only-online-rubric,score_only,online_elicitation,50.2,44.0,44.4,44.2,6.0,57.0,39.8,40.6,40.2,16.799999999999997,10.799999999999997
da-15-7--rep-001--semi-offline-rubric,da-15-7,1,semi-offline-rubric,semi,offline_elicitation,56.0,48.0,40.8,44.4,11.600000000000001,67.0,60.0,61.2,60.6,6.399999999999999,-5.200000000000003
da-15-7--rep-001--semi-online-rubric,da-15-7,1,semi-online-rubric,semi,online_elicitation,53.4,40.6,38.0,39.3,14.100000000000001,67.0,43.8,57.6,50.7,16.299999999999997,2.1999999999999957
da-15-7--rep-001--user-simulator-offline-rubric,da-15-7,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,57.0,45.0,45.8,45.4,11.600000000000001,57.0,41.2,50.0,45.6,11.399999999999999,-0.20000000000000284
da-15-7--rep-001--user-simulator-online-rubric,da-15-7,1,user-simulator-online-rubric,user_simulator,online_elicitation,51.2,45.0,44.0,44.5,6.700000000000003,49.2,37.8,47.0,42.4,6.800000000000004,0.10000000000000142
da-15-7--rep-001--user-simulator-static,da-15-7,1,user-simulator-static,user_simulator,fixed,52.0,50.0,43.0,46.5,5.5,55.0,46.0,48.0,47.0,8.0,2.5
da-15-7--rep-002--full-online-rubric,da-15-7,2,full-online-rubric,full,online_elicitation,65.0,34.4,33.2,33.8,31.200000000000003,77.0,75.0,71.6,73.3,3.700000000000003,-27.5
da-15-7--rep-002--full-static,da-15-7,2,full-static,full,fixed,67.0,38.0,39.6,38.8,28.200000000000003,73.0,41.0,65.0,53.0,20.0,-8.200000000000003
da-15-7--rep-002--score-only-online-rubric,da-15-7,2,score-only-online-rubric,score_only,online_elicitation,64.2,28.0,37.2,32.6,31.6,52.0,26.0,40.0,33.0,19.0,-12.600000000000001
da-15-7--rep-002--semi-online-rubric,da-15-7,2,semi-online-rubric,semi,online_elicitation,65.8,36.0,49.2,42.6,23.199999999999996,67.0,55.6,56.2,55.900000000000006,11.099999999999994,-12.100000000000001
da-15-7--rep-002--user-simulator-offline-rubric,da-15-7,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,65.4,36.0,41.8,38.9,26.500000000000007,52.0,23.0,46.0,34.5,17.5,-9.000000000000007
da-15-7--rep-002--user-simulator-online-rubric,da-15-7,2,user-simulator-online-rubric,user_simulator,online_elicitation,61.0,36.0,44.0,40.0,21.0,61.0,27.0,48.0,37.5,23.5,2.5
da-15-7--rep-003--full-static,da-15-7,3,full-static,full,fixed,32.8,33.0,28.0,30.5,2.299999999999997,77.0,77.0,75.0,76.0,1.0,-1.2999999999999972
da-15-7--rep-003--semi-offline-rubric,da-15-7,3,semi-offline-rubric,semi,offline_elicitation,28.0,33.0,22.0,27.5,0.5,67.0,57.0,59.0,58.0,9.0,8.5
da-15-7--rep-003--semi-online-rubric,da-15-7,3,semi-online-rubric,semi,online_elicitation,27.0,31.4,21.8,26.6,0.3999999999999986,59.0,57.0,53.0,55.0,4.0,3.6000000000000014
da-15-7--rep-003--semi-static,da-15-7,3,semi-static,semi,fixed,32.8,33.0,28.0,30.5,2.299999999999997,57.0,57.0,57.0,57.0,0.0,-2.299999999999997
da-15-7--rep-003--user-simulator-offline-rubric,da-15-7,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,34.8,33.0,23.0,28.0,6.799999999999997,47.0,35.8,42.4,39.099999999999994,7.900000000000006,1.1000000000000085
da-15-7--rep-003--user-simulator-static,da-15-7,3,user-simulator-static,user_simulator,fixed,32.8,33.0,28.0,30.5,2.299999999999997,55.0,27.4,36.0,31.7,23.3,21.000000000000004
da-15-8--rep-001--full-offline-rubric,da-15-8,1,full-offline-rubric,full,offline_elicitation,54.0,58.0,41.0,49.5,4.5,94.0,81.4,82.4,81.9,12.099999999999994,7.599999999999994
da-15-8--rep-001--score-only-offline-rubric,da-15-8,1,score-only-offline-rubric,score_only,offline_elicitation,55.0,52.4,39.0,45.7,9.299999999999997,56.0,47.0,45.8,46.4,9.600000000000001,0.30000000000000426
da-15-8--rep-001--score-only-online-rubric,da-15-8,1,score-only-online-rubric,score_only,online_elicitation,53.0,44.0,33.0,38.5,14.5,56.0,52.0,49.8,50.9,5.100000000000001,-9.399999999999999
da-15-8--rep-001--semi-offline-rubric,da-15-8,1,semi-offline-rubric,semi,offline_elicitation,47.8,54.0,46.0,50.0,-2.200000000000003,58.0,67.0,70.0,68.5,-10.5,-8.299999999999997
da-15-8--rep-001--semi-online-rubric,da-15-8,1,semi-online-rubric,semi,online_elicitation,57.0,53.0,41.0,47.0,10.0,64.2,63.4,65.8,64.6,-0.3999999999999915,-10.399999999999991
da-15-8--rep-001--semi-static,da-15-8,1,semi-static,semi,fixed,58.0,50.0,41.4,45.7,12.299999999999997,70.0,63.0,63.0,63.0,7.0,-5.299999999999997
da-15-8--rep-001--user-simulator-offline-rubric,da-15-8,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,58.0,54.0,39.4,46.7,11.299999999999997,40.0,49.0,34.0,41.5,-1.5,-12.799999999999997
da-15-8--rep-002--full-offline-rubric,da-15-8,2,full-offline-rubric,full,offline_elicitation,54.4,53.0,42.0,47.5,6.899999999999999,100.0,90.0,90.0,90.0,10.0,3.1000000000000014
da-15-8--rep-002--full-static,da-15-8,2,full-static,full,fixed,60.0,53.0,42.0,47.5,12.5,93.0,93.0,91.0,92.0,1.0,-11.5
da-15-8--rep-002--score-only-offline-rubric,da-15-8,2,score-only-offline-rubric,score_only,offline_elicitation,60.0,53.0,42.0,47.5,12.5,60.0,53.0,40.0,46.5,13.5,1.0
da-15-8--rep-002--score-only-online-rubric,da-15-8,2,score-only-online-rubric,score_only,online_elicitation,58.0,50.6,37.6,44.1,13.899999999999999,55.4,53.0,40.0,46.5,8.899999999999999,-5.0
da-15-8--rep-002--semi-online-rubric,da-15-8,2,semi-online-rubric,semi,online_elicitation,51.4,47.0,36.0,41.5,9.899999999999999,64.0,59.8,51.0,55.4,8.600000000000001,-1.2999999999999972
da-15-8--rep-002--semi-static,da-15-8,2,semi-static,semi,fixed,60.0,53.0,42.0,47.5,12.5,78.0,63.0,58.6,60.8,17.200000000000003,4.700000000000003
da-15-8--rep-002--user-simulator-offline-rubric,da-15-8,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,58.0,50.6,42.0,46.3,11.700000000000003,50.4,51.0,42.6,46.8,3.6000000000000014,-8.100000000000001
da-15-8--rep-002--user-simulator-online-rubric,da-15-8,2,user-simulator-online-rubric,user_simulator,online_elicitation,56.0,51.0,40.0,45.5,10.5,60.0,43.0,32.0,37.5,22.5,12.0
da-15-8--rep-003--full-offline-rubric,da-15-8,3,full-offline-rubric,full,offline_elicitation,60.0,53.0,40.0,46.5,13.5,100.0,100.0,100.0,100.0,0.0,-13.5
da-15-8--rep-003--full-online-rubric,da-15-8,3,full-online-rubric,full,online_elicitation,60.0,47.8,40.0,43.9,16.1,100.0,90.0,94.4,92.2,7.799999999999997,-8.300000000000004
da-15-8--rep-003--score-only-offline-rubric,da-15-8,3,score-only-offline-rubric,score_only,offline_elicitation,59.6,51.0,38.8,44.9,14.700000000000003,60.0,51.0,40.0,45.5,14.5,-0.20000000000000284
da-15-8--rep-003--score-only-online-rubric,da-15-8,3,score-only-online-rubric,score_only,online_elicitation,57.2,36.0,38.0,37.0,20.200000000000003,52.8,52.0,39.2,45.6,7.199999999999996,-13.000000000000007
da-15-8--rep-003--semi-offline-rubric,da-15-8,3,semi-offline-rubric,semi,offline_elicitation,60.0,51.0,38.4,44.7,15.299999999999997,80.0,63.0,50.6,56.8,23.200000000000003,7.900000000000006
da-15-8--rep-003--semi-online-rubric,da-15-8,3,semi-online-rubric,semi,online_elicitation,58.0,48.4,34.8,41.599999999999994,16.400000000000006,74.0,61.8,54.2,58.0,16.0,-0.4000000000000057
da-15-8--rep-003--semi-static,da-15-8,3,semi-static,semi,fixed,60.0,47.8,40.0,43.9,16.1,73.0,50.0,51.6,50.8,22.200000000000003,6.100000000000001
da-15-8--rep-003--user-simulator-offline-rubric,da-15-8,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,60.0,53.0,40.0,46.5,13.5,58.0,53.0,42.6,47.8,10.200000000000003,-3.299999999999997
da-16-1--rep-001--full-online-rubric,da-16-1,1,full-online-rubric,full,online_elicitation,78.6,67.6,65.0,66.3,12.299999999999997,94.0,83.0,81.8,82.4,11.599999999999994,-0.7000000000000028
da-16-1--rep-001--full-static,da-16-1,1,full-static,full,fixed,85.0,69.0,68.2,68.6,16.400000000000006,92.0,79.2,73.4,76.30000000000001,15.699999999999989,-0.700000000000017
da-16-1--rep-001--score-only-online-rubric,da-16-1,1,score-only-online-rubric,score_only,online_elicitation,73.0,63.0,64.2,63.6,9.399999999999999,87.0,73.0,74.0,73.5,13.5,4.100000000000001
da-16-1--rep-001--score-only-static,da-16-1,1,score-only-static,score_only,fixed,85.0,69.0,68.2,68.6,16.400000000000006,89.0,76.0,77.8,76.9,12.099999999999994,-4.300000000000011
da-16-1--rep-001--semi-online-rubric,da-16-1,1,semi-online-rubric,semi,online_elicitation,78.0,72.0,68.8,70.4,7.599999999999994,100.0,87.0,86.0,86.5,13.5,5.900000000000006
da-16-1--rep-001--user-simulator-static,da-16-1,1,user-simulator-static,user_simulator,fixed,85.0,69.0,68.2,68.6,16.400000000000006,84.0,69.6,64.8,67.19999999999999,16.80000000000001,0.4000000000000057
da-16-1--rep-002--full-online-rubric,da-16-1,2,full-online-rubric,full,online_elicitation,73.0,56.0,46.4,51.2,21.799999999999997,92.8,86.4,83.2,84.80000000000001,7.999999999999986,-13.800000000000011
da-16-1--rep-002--full-static,da-16-1,2,full-static,full,fixed,79.4,60.0,59.6,59.8,19.60000000000001,100.0,97.0,97.4,97.2,2.799999999999997,-16.80000000000001
da-16-1--rep-002--score-only-offline-rubric,da-16-1,2,score-only-offline-rubric,score_only,offline_elicitation,73.0,57.2,52.8,55.0,18.0,96.2,80.0,84.8,82.4,13.799999999999997,-4.200000000000003
da-16-1--rep-002--score-only-online-rubric,da-16-1,2,score-only-online-rubric,score_only,online_elicitation,80.0,58.0,61.0,59.5,20.5,94.2,77.0,83.8,80.4,13.799999999999997,-6.700000000000003
da-16-1--rep-002--score-only-static,da-16-1,2,score-only-static,score_only,fixed,79.4,60.0,59.6,59.8,19.60000000000001,98.0,86.4,87.0,86.7,11.299999999999997,-8.300000000000011
da-16-1--rep-002--semi-offline-rubric,da-16-1,2,semi-offline-rubric,semi,offline_elicitation,79.4,60.0,59.6,59.8,19.60000000000001,97.0,98.0,81.2,89.6,7.400000000000006,-12.200000000000003
da-16-1--rep-002--semi-online-rubric,da-16-1,2,semi-online-rubric,semi,online_elicitation,77.6,56.0,52.0,54.0,23.599999999999994,92.0,90.0,78.4,84.2,7.799999999999997,-15.799999999999997
da-16-1--rep-002--semi-static,da-16-1,2,semi-static,semi,fixed,79.4,60.0,59.6,59.8,19.60000000000001,98.4,94.0,85.8,89.9,8.5,-11.100000000000009
da-16-1--rep-002--user-simulator-offline-rubric,da-16-1,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,75.0,60.0,54.2,57.1,17.9,84.0,80.0,73.4,76.7,7.299999999999997,-10.600000000000001
da-16-1--rep-002--user-simulator-online-rubric,da-16-1,2,user-simulator-online-rubric,user_simulator,online_elicitation,73.0,57.6,48.8,53.2,19.799999999999997,80.0,80.0,72.0,76.0,4.0,-15.799999999999997
da-16-1--rep-002--user-simulator-static,da-16-1,2,user-simulator-static,user_simulator,fixed,79.4,60.0,59.6,59.8,19.60000000000001,84.0,69.6,71.4,70.5,13.5,-6.1000000000000085
da-16-1--rep-003--full-offline-rubric,da-16-1,3,full-offline-rubric,full,offline_elicitation,77.0,78.4,69.2,73.80000000000001,3.1999999999999886,100.0,100.0,91.8,95.9,4.099999999999994,0.9000000000000057
da-16-1--rep-003--full-static,da-16-1,3,full-static,full,fixed,77.0,78.4,69.2,73.80000000000001,3.1999999999999886,100.0,99.0,84.4,91.7,8.299999999999997,5.1000000000000085
da-16-1--rep-003--score-only-static,da-16-1,3,score-only-static,score_only,fixed,77.0,78.4,69.2,73.80000000000001,3.1999999999999886,90.0,90.8,79.8,85.3,4.700000000000003,1.5000000000000142
da-16-1--rep-003--semi-offline-rubric,da-16-1,3,semi-offline-rubric,semi,offline_elicitation,82.0,82.8,69.4,76.1,5.900000000000006,100.0,100.0,88.8,94.4,5.599999999999994,-0.30000000000001137
da-16-1--rep-003--user-simulator-offline-rubric,da-16-1,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,77.0,78.4,69.2,73.80000000000001,3.1999999999999886,85.0,77.0,69.4,73.2,11.799999999999997,8.600000000000009
da-16-1--rep-003--user-simulator-online-rubric,da-16-1,3,user-simulator-online-rubric,user_simulator,online_elicitation,80.2,83.0,71.0,77.0,3.200000000000003,78.8,65.0,60.8,62.9,15.899999999999999,12.699999999999996
da-16-1--rep-003--user-simulator-static,da-16-1,3,user-simulator-static,user_simulator,fixed,77.0,78.4,69.2,73.80000000000001,3.1999999999999886,80.2,66.0,56.6,61.3,18.900000000000006,15.700000000000017
da-18-5--rep-001--full-offline-rubric,da-18-5,1,full-offline-rubric,full,offline_elicitation,32.4,13.4,4.4,8.9,23.5,100.0,100.0,100.0,100.0,0.0,-23.5
da-18-5--rep-001--full-online-rubric,da-18-5,1,full-online-rubric,full,online_elicitation,29.0,7.8,6.2,7.0,22.0,100.0,98.4,98.8,98.6,1.4000000000000057,-20.599999999999994
da-18-5--rep-001--full-static,da-18-5,1,full-static,full,fixed,26.2,16.0,10.8,13.4,12.799999999999999,100.0,100.0,98.0,99.0,1.0,-11.799999999999999
da-18-5--rep-001--score-only-offline-rubric,da-18-5,1,score-only-offline-rubric,score_only,offline_elicitation,33.8,13.6,7.0,10.3,23.499999999999996,30.6,13.6,9.6,11.6,19.0,-4.4999999999999964
da-18-5--rep-001--score-only-static,da-18-5,1,score-only-static,score_only,fixed,26.2,16.0,10.8,13.4,12.799999999999999,35.0,14.0,10.0,12.0,23.0,10.200000000000001
da-18-5--rep-001--semi-online-rubric,da-18-5,1,semi-online-rubric,semi,online_elicitation,30.6,6.6,5.0,5.8,24.8,49.0,32.6,35.6,34.1,14.899999999999999,-9.900000000000002
da-18-5--rep-001--semi-static,da-18-5,1,semi-static,semi,fixed,26.2,16.0,10.8,13.4,12.799999999999999,36.0,19.4,26.6,23.0,13.0,0.20000000000000107
da-18-5--rep-001--user-simulator-offline-rubric,da-18-5,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,26.2,16.0,10.8,13.4,12.799999999999999,29.4,9.8,8.4,9.100000000000001,20.299999999999997,7.499999999999998
da-18-5--rep-001--user-simulator-online-rubric,da-18-5,1,user-simulator-online-rubric,user_simulator,online_elicitation,27.6,5.8,3.0,4.4,23.200000000000003,17.6,2.0,10.0,6.0,11.600000000000001,-11.600000000000001
da-18-5--rep-002--full-offline-rubric,da-18-5,2,full-offline-rubric,full,offline_elicitation,32.4,24.0,9.4,16.7,15.7,100.0,100.0,98.0,99.0,1.0,-14.7
da-18-5--rep-002--full-online-rubric,da-18-5,2,full-online-rubric,full,online_elicitation,28.0,15.8,8.8,12.3,15.7,95.2,73.0,74.0,73.5,21.700000000000003,6.0000000000000036
da-18-5--rep-002--full-static,da-18-5,2,full-static,full,fixed,30.4,15.0,7.6,11.3,19.099999999999998,100.0,100.0,100.0,100.0,0.0,-19.099999999999998
da-18-5--rep-002--score-only-offline-rubric,da-18-5,2,score-only-offline-rubric,score_only,offline_elicitation,27.8,13.2,3.4,8.299999999999999,19.5,26.0,2.8,6.0,4.4,21.6,2.1000000000000014
da-18-5--rep-002--score-only-static,da-18-5,2,score-only-static,score_only,fixed,30.4,15.0,7.6,11.3,19.099999999999998,24.6,22.0,9.0,15.5,9.100000000000001,-9.999999999999996
da-18-5--rep-002--semi-static,da-18-5,2,semi-static,semi,fixed,30.4,15.0,7.6,11.3,19.099999999999998,39.2,26.4,34.6,30.5,8.700000000000003,-10.399999999999995
da-18-5--rep-002--user-simulator-offline-rubric,da-18-5,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,30.4,15.0,7.6,11.3,19.099999999999998,17.4,17.6,9.0,13.3,4.099999999999998,-15.0
da-18-5--rep-002--user-simulator-online-rubric,da-18-5,2,user-simulator-online-rubric,user_simulator,online_elicitation,26.4,20.0,11.6,15.8,10.599999999999998,19.0,10.6,9.0,9.8,9.2,-1.3999999999999986
da-18-5--rep-002--user-simulator-static,da-18-5,2,user-simulator-static,user_simulator,fixed,30.4,15.0,7.6,11.3,19.099999999999998,14.0,14.2,10.4,12.3,1.6999999999999993,-17.4
da-18-5--rep-003--full-offline-rubric,da-18-5,3,full-offline-rubric,full,offline_elicitation,20.0,1.2,9.8,5.5,14.5,100.0,98.0,90.0,94.0,6.0,-8.5
da-18-5--rep-003--full-static,da-18-5,3,full-static,full,fixed,24.4,7.6,8.8,8.2,16.2,100.0,88.2,67.2,77.7,22.299999999999997,6.099999999999998
da-18-5--rep-003--score-only-offline-rubric,da-18-5,3,score-only-offline-rubric,score_only,offline_elicitation,14.0,2.6,10.8,6.7,7.3,13.4,3.6,9.8,6.7,6.7,-0.5999999999999996
da-18-5--rep-003--score-only-static,da-18-5,3,score-only-static,score_only,fixed,24.4,7.6,8.8,8.2,16.2,29.6,11.2,6.4,8.8,20.8,4.600000000000001
da-18-5--rep-003--semi-online-rubric,da-18-5,3,semi-online-rubric,semi,online_elicitation,23.8,3.4,8.6,6.0,17.8,37.2,22.8,24.6,23.700000000000003,13.5,-4.300000000000001
da-18-5--rep-003--semi-static,da-18-5,3,semi-static,semi,fixed,24.4,7.6,8.8,8.2,16.2,44.6,19.6,26.0,22.8,21.8,5.600000000000001
da-18-5--rep-003--user-simulator-static,da-18-5,3,user-simulator-static,user_simulator,fixed,24.4,7.6,8.8,8.2,16.2,14.8,5.0,8.4,6.7,8.100000000000001,-8.099999999999998
